name,Country,Gender,Sport,Discipline,Event,Year
Vedran Zrnic,CRO,Men,Handball,Handball,handball,2004
Juan Dinares,ESP,Men,Hockey,Hockey,hockey,1996
Victor Zilberman,ROU,Men,Boxing,Boxing,63.5 - 67kg (welterweight),1976
Ullrich Diessner,GDR,Men,Rowing,Rowing,four-oared shell with coxswain (4-),1976&1980
Kuo-Chian Ku,TPE,Men,Baseball,Baseball,baseball,1992
Vladimir Smirnov,URS,Men,Fencing,Fencing,foil individual&foil team,1980
Rene Rensch,GDR,Men,Rowing,Rowing,pair-oared shell with coxswain (2+),1988
Serafim Todorov,BUL,Men,Boxing,Boxing,54 - 57kg (featherweight),1996
Kazumasa Hirai,JPN,Men,Weightlifting,Weightlifting,56 - 60kg total (featherweight),1976
Tisha Venturini,USA,Women,Football,Football,football,1996
Stoyan Ivanov,BUL,Men,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),1976
Andreas Szigat,GER,Men,Aquatics,Swimming,4x100m freestyle relay,1992
Ryan Berube,USA,Men,Aquatics,Swimming,4x200m freestyle relay,1996
Campbell Walsh,GBR,Men,Canoe,Canoe,K-1 (kayak single),2004
Oleksandr Vorobiov,UKR,Men,Gymnastics,Artistic G.,rings,2008
Danut Grecu,ROU,Men,Gymnastics,Artistic G.,rings,1976
Jin Sun,CHN,Women,Table Tennis,Table Tennis,doubles,2000
Gustavo Endres,BRA,Men,Volleyball,Volleyball,volleyball,2004&2008
Mariel Zagunis,USA,Women,Fencing,Fencing,sabre individual&sabre team,2004&2008
Nicole Barnhart,USA,Women,Football,Football,football,2008
Tibor Maracsko,HUN,Men,Modern Pentathlon,Modern Pentath.,Team competition,1976&1980
Jian Xu,CHN,Women,Softball,Softball,softball,1996
Aleksandr Blinov,URS,Men,Equestrian,Eventing,individual&team,1980
Borbala Toth-harsanyi,HUN,Women,Handball,Handball,handball,1976
Beezie Madden,USA,Women,Equestrian,Jumping,team&individual,2004&2008
Eckhard Martens,GDR,Men,Rowing,Rowing,four-oared shell with coxswain (4-),1972
Ute Wild-wagner,GDR,Women,Rowing,Rowing,eight with coxswain (8+),1988
Grahame Cheney,AUS,Men,Boxing,Boxing,60 - 63.5kg (light-welterweight),1988
Brandon Knight,USA,Men,Baseball,Baseball,baseball,2008
Nelson Prudencio,BRA,Men,Athletics,Athletics,triple jump,1972
Vitaly Savin,URS,Men,Athletics,Athletics,4x100m relay,1988
Pernell Whitaker,USA,Men,Boxing,Boxing,57 - 60kg (lightweight),1984
Nelson Evora,POR,Men,Athletics,Athletics,triple jump,2008
Konrad Weise,GDR,Men,Football,Football,football,1972&1976
Serge Maury,FRA,Men,Sailing,Sailing,single-handed dinghy (Finn),1972
Anastasiya Borodina,UKR,Women,Handball,Handball,handball,2004
El Hadji Amadou Dia ba,SEN,Men,Athletics,Athletics,400m hurdles,1988
Katharina Rensch,GDR,Women,Gymnastics,Artistic G.,team competition,1980
David Reid,USA,Men,Boxing,Boxing,67 - 71kg (light-middleweight),1996
Graeme Smith,GBR,Men,Aquatics,Swimming,1500m freestyle,1996
Jackeline Renteria,COL,Women,Wrestling,Wrestling Free.,48 - 55kg,2008
Olga Brusnikina,RUS,Women,Aquatics,Synchronized S.,duet&team,2000&2004
Jesper Seier,DEN,Men,Sailing,Sailing,fleet/match race keelboat open (Soling),1992
Alexander Mclean,NZL,Men,Rowing,Rowing,eight with coxswain (8+),1976
Steven James Batchelor,GBR,Men,Hockey,Hockey,hockey,1984&1988
Millard Frank Jr. Hampton,USA,Men,Athletics,Athletics,200m&4x100m relay,1976
Cynthia Lynne Cooper,USA,Women,Basketball,Basketball,basketball,1988
Frank Rutherford,BAH,Men,Athletics,Athletics,triple jump,1992
Patricia Ann Roberts,USA,Women,Basketball,Basketball,basketball,1976
Dimitra Asilian,GRE,Women,Aquatics,Water polo,water polo,2004
Evelin Schlaak-jahl,GDR,Women,Athletics,Athletics,discus throw,1976&1980
Dung Dung Sylvanus,IND,Men,Hockey,Hockey,hockey,1980
Aliaksei Abalmasau,BLR,Men,Canoe,Canoe,K-4 1000m (kayak four),2008
Xiao-Jun Yang,CHN,Women,Volleyball,Volleyball,volleyball,1984&1988
Valeri Kleshnev,URS,Men,Rowing,Rowing,quadruple sculls without coxswain (4x),1980
Dexter Fowler,USA,Men,Baseball,Baseball,baseball,2008
Naman Keita,FRA,Men,Athletics,Athletics,400m hurdles,2004
Yongbo Li,CHN,Men,Badminton,Badminton,doubles,1992
Ruperto Herrera tabio,CUB,Men,Basketball,Basketball,basketball,1972
Steve Backley,GBR,Men,Athletics,Athletics,javelin throw,1992&1996&2000
Selina Follas,AUS,Women,Softball,Softball,softball,2000
Rufat Riskiev,URS,Men,Boxing,Boxing,71-75kg,1976
Timofei Skryabin,URS,Men,Boxing,Boxing,48 - 51kg (flyweight),1988
Gregory Burgess,USA,Men,Aquatics,Swimming,200m individual medley,1992
Norbert Sattler,AUT,Men,Canoe,Canoe,K-1 (kayak single),1972
Marina Kuzina,RUS,Women,Basketball,Basketball,basketball,2008
Vehbi Akdag,TUR,Men,Wrestling,Wrestling Free.,57 - 62kg (featherweight),1972
Steve Lewis,USA,Men,Athletics,Athletics,400m&4x400m relay,1988&1992
Ilisaine Karen David,BRA,Women,Basketball,Basketball,basketball,2000
Alexander Volkov,RUS,Men,Volleyball,Volleyball,volleyball,2008
Maulen Mamyrov,KAZ,Men,Wrestling,Wrestling Free.,48 - 52kg (flyweight),1996
Fernando Platas,MEX,Men,Aquatics,Diving,3m springboard,2000
Oleg Perepetchenov,RUS,Men,Weightlifting,Weightlifting,77kg,2004
Nelson Loyola,CUB,Men,Fencing,Fencing,Zpze team,2000
Lyudmyla Shevchenko,UKR,Women,Handball,Handball,handball,2004
Ryszard Staniek,POL,Men,Football,Football,football,1992
Aneta Pastuszka,POL,Women,Canoe,Canoe,K-2 500m (kayak double),2000&2004
Viktor Borshch,URS,Men,Volleyball,Volleyball,volleyball,1972
Andreas Keller,FRG,Men,Hockey,Hockey,hockey,1984&1988&1992
John Cutler,NZL,Men,Sailing,Sailing,single-handed dinghy (Finn),1988
Lyudmila Bragina,URS,Women,Athletics,Athletics,1500m,1972
Romy Saalfeld,GDR,Women,Rowing,Rowing,four-oared shell with coxswain (4-),1980
Michael Joseph Forgeron,CAN,Men,Rowing,Rowing,eight with coxswain (8+),1992
Leslie Jean Egnot,NZL,Women,Sailing,Sailing,470 - Two Person Dinghy,1992
Dirk Hafemeister,FRG,Men,Equestrian,Jumping,team,1988
William Henry Baylis,USA,Men,Sailing,Sailing,fleet/match race keelboat open (Soling),1988
Fergus Kavanagh,AUS,Men,Hockey,Hockey,hockey,2008
La Vona Ann Martin,USA,Women,Athletics,Athletics,100m hurdles,1992
Reinhard Rychly,GDR,Men,Gymnastics,Artistic G.,team competition,1972
Andreas Wecker,GDR,Men,Gymnastics,Artistic G.,team competition&horizontal bar&pommel horse&rings,1988&1992&1996
Werner Peter,GDR,Men,Football,Football,football,1980
Aleksandr Muzychenko,URS,Men,Sailing,Sailing,two-person keelboat open (Star),1980
Yue Lin,CHN,Men,Aquatics,Diving,synchronized diving 10m platform,2008
Yuri Tamm,URS,Men,Athletics,Athletics,hammer throw,1980&1988
Vadim Yaroshchuk,URS,Men,Aquatics,Swimming,200m individual medley&4x100m medley relay,1988
Angel Martino,USA,Women,Aquatics,Swimming,4x100m freestyle relay&50m freestyle&100m butterfly&100m freestyle&4x100m medley relay,1992&1996
Tony Dees,USA,Men,Athletics,Athletics,110m hurdles,1992
Merlene Frazer,JAM,Women,Athletics,Athletics,4x100m relay,2000
Mohamed Allalou,ALG,Men,Boxing,Boxing,60 - 63.5kg (light-welterweight),2000
Jermain Taylor,USA,Men,Boxing,Boxing,67 - 71kg (light-middleweight),2000
Pamela Rai,CAN,Women,Aquatics,Swimming,4x100m medley relay,1984
Matthew Morgan Ryan,AUS,Men,Equestrian,Eventing,individual&team,1992&2000
Gwang Sik Li,PRK,Men,Boxing,Boxing,51 - 54kg (bantamweight),1992
Juan Carlos Navarro,ESP,Men,Basketball,Basketball,basketball,2008
Olafur Stefansson,ISL,Men,Handball,Handball,handball,2008
Marianne Luise Limpert,CAN,Women,Aquatics,Swimming,200m individual medley,1996
Nicola Sartori,ITA,Men,Rowing,Rowing,double sculls (2x),2000
Pascale Trinquet-hachin,FRA,Women,Fencing,Fencing,foil individual&foil team,1980&1984
Karen Broedsgaard,DEN,Women,Handball,Handball,handball,2004
Raul Vilches more,CUB,Men,Volleyball,Volleyball,volleyball,1976
Erick Wainaina,KEN,Men,Athletics,Athletics,marathon,1996&2000
Zoltan Kosz,HUN,Men,Aquatics,Water polo,water polo,2000
Ezequiel Garay,ARG,Men,Football,Football,football,2008
Dina Kochetkova,RUS,Women,Gymnastics,Artistic G.,team competition,1996
Edwin Moses,USA,Men,Athletics,Athletics,400m hurdles,1976&1984&1988
Bernard Lagat,KEN,Men,Athletics,Athletics,1500m,2000&2004
Andreea Florenta Isarescu,ROU,Women,Gymnastics,Artistic G.,team competition,2000
Michael John Bennett,GBR,Men,Cycling,Cycling Track,Team Pursuit (4000m),1972&1976
Kipkemboi Kimeli,KEN,Men,Athletics,Athletics,10000m,1988
Ayano Egami,JPN,Women,Aquatics,Synchronized S.,team,2000
Nikita Lobintsev,RUS,Men,Aquatics,Swimming,4x200m freestyle relay,2008
Viktor Rybakov,URS,Men,Boxing,Boxing,51 - 54kg (bantamweight)&54 - 57kg (featherweight),1976&1980
Bruno Julie,MRI,Men,Boxing,Boxing,51 - 54kg (bantamweight),2008
Lukasz Pawlowski,POL,Men,Rowing,Rowing,lightweight coxless four (4-),2008
Andraz Vehovar,SLO,Men,Canoe,Canoe,K-1 (kayak single),1996
Alexey Verbov,RUS,Men,Volleyball,Volleyball,volleyball,2004&2008
Hubert Kostka,POL,Men,Football,Football,football,1972
Tina Bottzau,DEN,Women,Handball,Handball,handball,1996&2000
Muriel Hurtis-houairi,FRA,Women,Athletics,Athletics,4x100m relay,2004
John Gates Powell,USA,Men,Athletics,Athletics,discus throw,1976&1984
Flavio Canto,BRA,Men,Judo,Judo,73 - 81kg (half-middleweight),2004
Viktor Mitrou,GRE,Men,Weightlifting,Weightlifting,77kg,2000
Joe Jacobi,USA,Men,Canoe,Canoe,C-2 (canoe double),1992
Mariika Modeva,BUL,Women,Rowing,Rowing,four-oared shell with coxswain (4-),1976&1980
Jill Kintner,USA,Women,Cycling,BMX,individual,2008
Larbi Benboudaoud,FRA,Men,Judo,Judo,60 - 66kg (half-lightweight),2000
Ekaterina Gamova,RUS,Women,Volleyball,Volleyball,volleyball,2000&2004
Malcolm Carmichael,GBR,Men,Rowing,Rowing,coxless pair (2-),1980
Soto Jose Luis Perez soto,MEX,Men,Equestrian,Eventing,team,1980
Tinks Pottinger,NZL,Women,Equestrian,Eventing,team,1988
Attila Zahonyi,HUN,Men,Shooting,Shooting,50m rifle prone (60 shots),1988
Ingrid Klimke,GER,Women,Equestrian,Eventing,team,2008
Karlheinz Klotz,FRG,Men,Athletics,Athletics,4x100m relay,1972
Kathryn Anne Watt,AUS,Women,Cycling,Cycling Road&Cycling Track,individual road race&individual pursuit,1992
Vladek Lacina,TCH,Men,Rowing,Rowing,quadruple sculls without coxswain (4x),1976
Imke Schellekens-bartels,NED,Women,Equestrian,Dressage,team,2008
Revaz Chelebadze,URS,Men,Football,Football,football,1980
Marco Marin,ITA,Men,Fencing,Fencing,sabre individual&sabre team,1984&1988&1992
Christopher Williams,JAM,Men,Athletics,Athletics,4x400m relay,2000
Ivan Ljubicic,CRO,Men,Tennis,Tennis,doubles,2004
Dariusz Gozdziak,POL,Men,Modern Pentathlon,Modern Pentath.,Team competition,1992
Brittany Hayes,USA,Women,Aquatics,Water polo,water polo,2008
Vladimir Putyatov,URS,Men,Volleyball,Volleyball,volleyball,1972
Andre Cruz,BRA,Men,Football,Football,football,1988
Enrico Gilardi,ITA,Men,Basketball,Basketball,basketball,1980
Gezahegne Abera,ETH,Men,Athletics,Athletics,marathon,2000
Garrett Weber-gale,USA,Men,Aquatics,Swimming,4x100m freestyle relay&4x100m medley relay,2008
Yunli Xu,CHN,Women,Volleyball,Volleyball,volleyball,2008
Tomislav Smoljanovic,CRO,Men,Rowing,Rowing,eight with coxswain (8+),2000
Jindrich Krepindl,TCH,Men,Handball,Handball,handball,1972
Ahmed Mushtaq,PAK,Men,Hockey,Hockey,hockey,1984
Petre Dicu,ROU,Men,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),1980
Shoko Takayanagi,JPN,Women,Volleyball,Volleyball,volleyball,1976
Tamas Kancsal,HUN,Men,Modern Pentathlon,Modern Pentath.,Team competition,1976
Derrick Brew,USA,Men,Athletics,Athletics,400m&4x400m relay,2004
Thomas Schmidt,GER,Men,Canoe,Canoe,K-1 (kayak single),2000
Cristina Cojocaru,ROU,Women,Athletics,Athletics,400m hurdles,1984
Thomas Michael Jager,USA,Men,Aquatics,Swimming,4x100m freestyle relay&50m freestyle,1988&1992
Silamu Hanati,CHN,Men,Boxing,Boxing,64 - 69 kg,2008
Rakhim Chakhkiev,RUS,Men,Boxing,Boxing,81 - 91kg (heavyweight),2008
Tom Lucy,GBR,Men,Rowing,Rowing,eight with coxswain (8+),2008
Dan Girleanu,ROU,Men,Volleyball,Volleyball,volleyball,1980
Bong Chol Ho,PRK,Men,Weightlifting,Weightlifting,- 52kg total (flyweight),1980
Gennadi Korban,URS,Men,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),1980
Minho Choi,KOR,Men,Judo,Judo,- 60 kg,2008
Jackie Joyner-kersee,USA,Women,Athletics,Athletics,heptathlon&long jump,1984&1988&1992&1996
Gianpiero Pastore,ITA,Men,Fencing,Fencing,sabre team,2004
Ruslana Taran,UKR,Women,Sailing,Sailing,470 - Two Person Dinghy&Yngling - Keelboat,1996&2000&2004
Khristo Iliev,BUL,Men,Volleyball,Volleyball,volleyball,1980
Ferenc Novak,HUN,Men,Canoe,Canoe,C-2 500m (canoe double),2000
Ariel Zeevi,ISR,Men,Judo,Judo,90 - 100kg (half-heavyweight),2004
Friedrich-Wilhelm Ulrich,GDR,Men,Rowing,Rowing,pair-oared shell with coxswain (2+),1976&1980
Kenji Jojima,JPN,Men,Baseball,Baseball,baseball,2004
Victoria Nikichina,RUS,Women,Fencing,Fencing,foil team,2008
Kresimir Cosic,YUG,Men,Basketball,Basketball,basketball,1976&1980
Mitch Booth,AUS,Men,Sailing,Sailing,Tornado - Multihull,1992&1996
Miguel Caldes,CUB,Men,Baseball,Baseball,baseball,1996&2000
Ludvik Vebr,TCH,Men,Rowing,Rowing,pair-oared shell with coxswain (2+),1976
Jan Peter Peckolt,GER,Men,Sailing,Sailing,49er - Skiff,2008
Alena Kyselicova,TCH,Women,Hockey,Hockey,hockey,1980
Maria Georgatou,GRE,Women,Gymnastics,Rhythmic G.,group competition,2000
Hannes Peckolt,GER,Men,Sailing,Sailing,49er - Skiff,2008
Jens Fiedler,GER,Men,Cycling,Cycling Track,Sprint indivual&Keirin&Team Sprint,1992&1996&2000&2004
Viktar Zuyev,BLR,Men,Boxing,Boxing,81 - 91kg (heavyweight),2004
Maria Abakumova,RUS,Women,Athletics,Athletics,javelin throw,2008
John Houston Stockton,USA,Men,Basketball,Basketball,basketball,1992&1996
Aniko Kery,HUN,Women,Gymnastics,Artistic G.,team competition,1972
Jorge Luiz Brum,BRA,Men,Football,Football,football,1984
Ming Huang Liu,TPE,Men,Archery,Archery,team (FITA Olympic round - 70m),2004
Jo-Sun Kim,KOR,Women,Archery,Archery,team (FITA Olympic round - 70m),1996
Rene Schwall,GER,Men,Sailing,Sailing,Tornado - Multihull,2000
Piet Norval,RSA,Men,Tennis,Tennis,doubles,1992
Andreas Dittmer,GER,Men,Canoe,Canoe,C-2 1000m (canoe double)&C-1 1000m (canoe single)&C-1 500m (canoe single),1996&2000&2004
Fatmire Bajramaj,GER,Women,Football,Football,football,2008
Pavel Pavlov,BUL,Men,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),1980
Xiaomin Chen,CHN,Women,Weightlifting,Weightlifting,63kg,2000
Elisabeth Anthonius Sevens,NED,Women,Hockey,Hockey,hockey,1984
Michelle Pearson,AUS,Women,Aquatics,Swimming,200m individual medley,1984
Veselin Vujovic,YUG,Men,Handball,Handball,handball,1984&1988
Arkadiusz Skrzypaszek,POL,Men,Modern Pentathlon,Modern Pentath.,Individual competition&Team competition,1992
Serge Branco,CMR,Men,Football,Football,football,2000
Alexander Gorbatikov,RUS,Men,Handball,Handball,handball,2004
Nicusor Eseanu,ROU,Men,Canoe,Canoe,K-4 1000m (kayak four),1980
Howard Davis,JAM,Men,Athletics,Athletics,4x400m relay,1988
Marian Kozicki,POL,Men,Equestrian,Jumping,team,1980
Rositsa Dimitrova,BUL,Women,Volleyball,Volleyball,volleyball,1980
Remco Van wijk,NED,Men,Hockey,Hockey,hockey,1996&2000
Katsuhiko Nagata,JPN,Men,Wrestling,Wrestling Gre-R,63 - 69kg,2000
Medina Dixon,USA,Women,Basketball,Basketball,basketball,1992
Bakhtiyar Artayev,KAZ,Men,Boxing,Boxing,64 - 69 kg,2004
Brian Barden,USA,Men,Baseball,Baseball,baseball,2008
Chad Green,USA,Men,Baseball,Baseball,baseball,1996
Piet-Hein Geeris,NED,Men,Hockey,Hockey,hockey,2000
Giorgio Chiellini,ITA,Men,Football,Football,football,2004
Viktor Markin,URS,Men,Athletics,Athletics,400m&4x400m relay,1980
Maria Stoyanova,BUL,Women,Basketball,Basketball,basketball,1976
Iskra Velinova,BUL,Women,Rowing,Rowing,four-oared shell with coxswain (4-),1980
Anette Klug,FRG,Women,Fencing,Fencing,foil team,1988
Steven Lopez,USA,Men,Taekwondo,Taekwondo,58 - 68 kg&68 - 80 kg,2000&2004&2008
Juan Luis Maren,CUB,Men,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight)&58 - 63kg,1992&1996&2000
Lindsay Davenport,USA,Women,Tennis,Tennis,singles,1996
Gavin Fingleson,AUS,Men,Baseball,Baseball,baseball,2004
Bertland Cameron,JAM,Men,Athletics,Athletics,4x400m relay,1988
Heike Laetzsch,GER,Women,Hockey,Hockey,hockey,1992&2004
Adiel Palma,CUB,Men,Baseball,Baseball,baseball,2004&2008
Haylea Petrie,AUS,Women,Softball,Softball,softball,1996
Joo Hyung Lee,KOR,Men,Gymnastics,Artistic G.,horizontal bar&parallel bars,2000
Cristina Bontas,ROU,Women,Gymnastics,Artistic G.,floor exercises&team competition,1992
Ivan Amaya,ESP,Men,Football,Football,football,2000
Nicolas Henard,FRA,Men,Sailing,Sailing,Tornado - Multihull,1988&1992
Luciano Monzon,ARG,Men,Football,Football,football,2008
Mario Martinez,USA,Men,Weightlifting,Weightlifting,+ 110kg total (super heavyweight),1984
Heidemarie Rosendahl,FRG,Women,Athletics,Athletics,4x100m relay&long jump&pentathlon,1972
Catherine La Ora Boswell,USA,Women,Basketball,Basketball,basketball,1984
Dean Crawford,CAN,Men,Rowing,Rowing,eight with coxswain (8+),1984
Maurits Crucq,NED,Men,Hockey,Hockey,hockey,1988&1996
Robin David Reid,GBR,Men,Boxing,Boxing,67 - 71kg (light-middleweight),1992
Xiaohuan Zhang,CHN,Women,Aquatics,Synchronized S.,team,2008
Kjersti Tysse Platzer,NOR,Women,Athletics,Athletics,20km race walk,2008
Vasili Yakusha,URS,Men,Rowing,Rowing,single sculls (1x)&double sculls (2x),1980&1988
Ben Hunt-davis,GBR,Men,Rowing,Rowing,eight with coxswain (8+),2000
Otylia Jedrzejczak,POL,Women,Aquatics,Swimming,100m butterfly&200m butterfly&400m freestyle,2004
Alexei Bondarenko,RUS,Men,Gymnastics,Artistic G.,team competition&vault,2000
Seth David Bauer,USA,Men,Rowing,Rowing,eight with coxswain (8+),1988
Anita Nall,USA,Women,Aquatics,Swimming,100m breaststroke&200m breaststroke&4x100m medley relay,1992
Fleur Van de kieft,NED,Women,Hockey,Hockey,hockey,1996&2000
Christina Moser,FRG,Women,Hockey,Hockey,hockey,1984
Richard Johnson,USA,Men,Archery,Archery,team (FITA Olympic round - 70m),1996&2000
Tracy Cameron,CAN,Women,Rowing,Rowing,lightweight double sculls (2x),2008
Jaroslav Baba,CZE,Men,Athletics,Athletics,high jump,2004
Nikolaos Skiathitis,GRE,Men,Rowing,Rowing,lightweight double sculls (2x),2004
Shelly Stokes,USA,Women,Softball,Softball,softball,1996
Dinko Lukin,AUS,Men,Weightlifting,Weightlifting,+ 110kg total (super heavyweight),1984
Didier Courreges,FRA,Men,Equestrian,Eventing,team,2004
Leslie Jean Deniz,USA,Women,Athletics,Athletics,discus throw,1984
Andreas Mollandin,FRG,Men,Hockey,Hockey,hockey,1988
Pavel Sukossian,RUS,Men,Handball,Handball,handball,2000
Fernanda Oliveira,BRA,Women,Sailing,Sailing,470 - Two Person Dinghy,2008
Thomas Stuer-lauridsen,DEN,Men,Badminton,Badminton,singles,1992
Hans Magnus Grepperud,NOR,Men,Rowing,Rowing,coxless pair (2-),1984
Amar Benikhlef,ALG,Men,Judo,Judo,81 - 90kg (middleweight),2008
Igor Grivennikov,URS,Men,Aquatics,Swimming,4x100m freestyle relay&4x200m freestyle relay,1972
Anatoli Myshkin,URS,Men,Basketball,Basketball,basketball,1976&1980
Walter Fernando Perez,ARG,Men,Cycling,Cycling Track,Madison,2008
Joon-Sik Sin,KOR,Men,Taekwondo,Taekwondo,58 - 68 kg,2000
Zagalav Abdulbekov,URS,Men,Wrestling,Wrestling Free.,57 - 62kg (featherweight),1972
Bruce Robert Baumgartner,USA,Men,Wrestling,Wrestling Free.,+ 100kg (super heavyweight)&100 - 130kg (super heavyweight),1984&1988&1992&1996
Nicolas Burdisso,ARG,Men,Football,Football,football,2004
Ljubinka Jankovic,YUG,Women,Handball,Handball,handball,1984
Deirdre Demet-barry,USA,Women,Cycling,Cycling Road,individual time trial,2004
Annike Krahn,GER,Women,Football,Football,football,2008
Aleksey Medvedev,BLR,Men,Wrestling,Wrestling Free.,100 - 130kg (super heavyweight),1996
Frank Wartenberg,GDR,Men,Athletics,Athletics,long jump,1976
Oksen Mirzoyan,URS,Men,Weightlifting,Weightlifting,- 56kg total (bantamweight),1988
Andrej Lukosik,TCH,Men,Handball,Handball,handball,1972
Ljubomir Radanovic,YUG,Men,Football,Football,football,1984
Yves Loday,FRA,Men,Sailing,Sailing,Tornado - Multihull,1992
Olivier Girault,FRA,Men,Handball,Handball,handball,2008
Martin Kirketerp Ibsen,DEN,Men,Sailing,Sailing,49er - Skiff,2008
Lothar House,GDR,Men,Football,Football,football,1980
Gregory Joy,CAN,Men,Athletics,Athletics,high jump,1976
Kjetil Undset,NOR,Men,Rowing,Rowing,quadruple sculls without coxswain (4x)&double sculls (2x),1992&1996
Ildiko Bobis-ferkasinszky,HUN,Women,Fencing,Fencing,foil individual&foil team,1972&1976
Stephanie Graf,AUT,Women,Athletics,Athletics,800m,2000
Minhee Bae,KOR,Women,Handball,Handball,handball,2008
Oladapo Olufemi,NGR,Men,Football,Football,football,2008
Doina Robu,ROU,Women,Rowing,Rowing,eight with coxswain (8+),1992
Klaus Thiele,GDR,Men,Athletics,Athletics,4x400m relay,1980
Xiangxiang Zhang,CHN,Men,Weightlifting,Weightlifting,56kg&62kg,2000&2008
Katia Lopes,BRA,Women,Volleyball,Volleyball,volleyball,2000
Phil Stockman,AUS,Men,Baseball,Baseball,baseball,2004
Valeri Losev,URS,Men,Volleyball,Volleyball,volleyball,1988
Flavio Anastasia,ITA,Men,Cycling,Cycling Road,team time trial,1992
Kosuke Fukudome,JPN,Men,Baseball,Baseball,baseball,1996&2004
Alenka Cuderman,YUG,Women,Handball,Handball,handball,1984
Jianming Luo,CHN,Men,Weightlifting,Weightlifting,- 56kg total (bantamweight),1992
Elena Vaytsekhovskaya,URS,Women,Aquatics,Diving,10m platform,1976
Robert Gordon Cruikshank,GBR,Men,Sailing,Sailing,fleet/match race keelboat open (Soling),1992
Carlos Castano,ESP,Men,Cycling,Cycling Track,Team Pursuit (4000m),2004
Vladimir Dubrovshchik,BLR,Men,Athletics,Athletics,discus throw,1996
Christoph Bechmann,GER,Men,Hockey,Hockey,hockey,2004
Ed Clancy,GBR,Men,Cycling,Cycling Track,Team Pursuit (4000m),2008
